category,specialty_area,specialty_area_desc,work_role,work_role_description,ksat,code
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Skill in creating policies that reflect system security objectives.,S0018
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Skill in communicating with all levels of management including Board members (e.g., interpersonal skills, approachability, effective listening skills, appropriate use of style and language for the audience).",S0356
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Skill to anticipate new security threats.,S0357
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Skill to remain aware of evolving technical infrastructures.,S0358
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Skill to use critical thinking to analyze organizational patterns and relationships.,S0359
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Acquire and manage the necessary resources, including leadership support, financial resources, and key security personnel, to support information technology (IT) security goals and objectives and reduce overall organizational risk.",T0001
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Acquire necessary resources, including financial resources, to conduct an effective enterprise continuity of operations program.",T0002
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Advise senior management (e.g., CIO) on cost/benefit analysis of information security programs, policies, processes, systems, and elements.",T0004
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Advocate organization's official position in legal and legislative proceedings.,T0006
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Communicate the value of information technology (IT) security throughout all levels of the organization stakeholders.,T0025
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Develop and maintain strategic plans.,T0066
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Interface with external organizations (e.g., public affairs, law enforcement, Command or Component Inspector General) to ensure appropriate and accurate dissemination of incident and other Computer Network Defense information.",T0130
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Lead and align information technology (IT) security priorities with the security strategy.,T0134
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Lead and oversee information security budget, staffing, and contracting.",T0135
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Manage the publishing of Computer Network Defense guidance (e.g., TCNOs, Concept of Operations, Net Analyst Reports, NTSM, MTOs) for the enterprise constituency.",T0148
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Monitor and evaluate the effectiveness of the enterprise's cybersecurity safeguards to ensure that they provide the intended level of protection.,T0151
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Recommend policy and coordinate review and approval,T0227
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Supervise or manage protective or corrective measures when a cybersecurity incident or vulnerability is discovered.,T0229
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Promote awareness of security issues among management and ensure sound security principles are reflected in the organization's vision and goals.,T0248
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Oversee policy standards and implementation strategies to ensure procedures and guidelines comply with cybersecurity policies.,T0254
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Identify security requirements specific to an information technology (IT) system in all phases of the system life cycle.,T0263
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Ensure that plans of actions and milestones or remediation plans are in place for vulnerabilities identified during risk assessments, audits, inspections, etc.",T0264
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Define and/or implement policies and procedures to ensure protection of critical infrastructure as appropriate.,T0282
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Supervise and assign work to programmers, designers, technologists and technicians, and other engineering and scientific personnel.",T0337
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Coordinate with organizational manpower stakeholders to ensure appropriate allocation and distribution of human capital assets.,T0356
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Assess policy needs and collaborate with stakeholders to develop policies to govern cyber activities.,T0429
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Design/integrate a cyber strategy that outlines the vision, mission, and goals that align with the organization's strategic plan.",T0445
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Perform an information security risk assessment.,T0509
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,"Conduct long-range, strategic planning efforts with internal and external partners in cyber activities.",T0763
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Collaborate on cyber privacy and security policies and procedures,T0871
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Collaborate with cybersecurity personnel on the security risk assessment process to address privacy compliance and risk mitigation,T0872
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Appoint and guide a team of IT security experts,T0927
OV ,Executive Cyber Leadership,"Supervises, manages and/or leads work and workers performing cyber and cyber-related and/or cyber operations work.",Executive Cyber Leadership,Executes decision-making authorities and establishes vision and direction for an organization's cyber and cyber-related resources and/or operations,Collaborate with key stakeholders to establish a cybersecurity risk management program,T0928
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Ability to monitor and assess the potential impact of emerging technologies on laws, regulations, and/or policies.",A0046
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of computer networking concepts and protocols, and network security methodologies. ",K0001
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). ",K0002
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. ",K0003
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of cybersecurity and privacy principles. ,K0004
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of cyber threats and vulnerabilities. ,K0005
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of specific operational impacts of cybersecurity lapses. ,K0006
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of concepts and practices of processing digital forensic data. ,K0017
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of new and emerging information technology (IT) and cybersecurity technologies. ,K0059
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of Insider Threat investigations, reporting, investigative tools and laws/regulations. ",K0107
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of cyber defense and information security policies, procedures, and regulations. ",K0157
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of Payment Card Industry (PCI) data security standards.,K0261
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of Personal Health Information (PHI) data security standards. ,K0262
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures. ",K0267
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of intelligence gathering principles, policies, and procedures including legal authorities and restrictions. ",K0312
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Knowledge of business or military operation plans, concept operation plans, orders, policies, and standing rules of engagement.",K0316
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of foreign disclosure policies and import/export control regulations as related to cybersecurity.,K0341
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Knowledge of privacy disclosure statements based on current laws. ,K0615
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Skill in communicating with all levels of management including Board members (e.g., interpersonal skills, approachability, effective listening skills, appropriate use of style and language for the audience).",S0356
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Advocate organization's official position in legal and legislative proceedings.,T0006
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Evaluate contracts to ensure compliance with funding, legal, and program requirements.",T0098
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Evaluate the effectiveness of laws, regulations, policies, standards, or procedures.",T0102
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Interpret and apply laws, regulations, policies, standards, or procedures to specific issues.",T0131
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Resolve conflicts in laws, regulations, policies, standards, or procedures.",T0220
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Acquire and maintain a working knowledge of constitutional issues which arise in relevant laws, regulations, policies, agreements, standards, procedures, or other issuances.",T0419
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Conduct framing of pleadings to properly identify alleged violations of law, regulations, or policy/guidance.",T0434
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,Develop guidelines for implementation.,T0465
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Provide legal analysis and decisions to inspectors general, privacy officers, oversight and compliance personnel regarding compliance with cybersecurity policies and relevant legal and regulatory requirements.",T0474
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Evaluate the impact of changes to laws, regulations, policies, standards, or procedures.",T0476
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Provide guidance on laws, regulations, policies, standards, or procedures to management, personnel, or clients.",T0478
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Facilitate implementation of new or revised laws, regulations, executive orders, policies, standards, or procedures.",T0487
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Cyber Legal Adviser,Provides legal advice and recommendations on relevant topics related to cyber law,"Prepare legal and other relevant documents (e.g., depositions, briefs, affidavits, declarations, appeals, pleadings, discovery).",T0522
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to develop clear directions and instructional materials.,A0024
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Ability to develop policy, plans, and strategy in compliance with laws, regulations, policies, and standards in support of organizational cyber activities.",A0033
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Ability to develop, update, and/or maintain standard operating procedures (SOPs).",A0034
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to select the appropriate implant to achieve operational goals.,A0104
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to tailor technical and planning information to a customer’s level of understanding.,A0105
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to monitor advancements in information privacy laws to ensure organizational adaptation and compliance.,A0110
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.",A0111
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.,A0112
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to determine whether a security incident violates a privacy principle or legal standard requiring specific legal action.,A0113
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.,A0114
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.",A0115
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams",Ability to author a privacy disclosure statement based on current laws. ,A0125
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Knowledge of computer networking concepts and protocols, and network security methodologies. ",K0001
OV ,Legal Advice and Advocacy,"Provides legally sound advice and recommendations to leadership and staff on a variety of relevant topics within the pertinent subject domain. Advocates legal and policy changes, and makes a case on behalf of client via a wide range of written and oral work products, including legal briefs and proceedings.",Privacy Officer/Privacy Compliance Manager,"Develops and oversees privacy compliance program and privacy program staff, supporting privacy compliance, governance/policy, and incident response needs of privacy and security executives and their teams","Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). ",K0002
